city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
Ssa;S;0.4;0.4;0;6;0;1375;752;1002;91;3220
Ssa;S;0.4;0.5;0;6;0;1407;752;1002;95;3256
Ssa;S;0.4;0.6;0;6;0;1436;752;1002;98;3288
Ssa;S;0.4;0.4;0;8;0;1369;752;1002;91;3213
Ssa;S;0.4;0.5;0;8;0;1399;752;1002;94;3247
Ssa;S;0.4;0.6;0;8;0;1429;752;1002;97;3280
Ssa;S;0.3;0.4;0;0;0;1343;752;1002;95;3192
Ssa;S;0.3;0.5;0;0;0;1384;752;1002;98;3236
Ssa;S;0.3;0.6;0;0;0;1435;752;1002;101;3290
Ssa;S;0.3;0.4;10;0;0;1365;752;1002;90;3210
Ssa;S;0.3;0.5;10;0;0;1398;752;1002;94;3245
Ssa;S;0.3;0.6;10;0;0;1429;752;1002;97;3280
Ssa;S;0.3;0.4;20;0;0;1358;752;1002;90;3202
Ssa;S;0.3;0.5;20;0;0;1389;752;1002;93;3236
Ssa;S;0.3;0.6;20;0;0;1418;752;1002;96;3268
Ssa;S;0.3;0.4;30;0;0;1352;752;1002;89;3195
Ssa;S;0.3;0.5;30;0;0;1382;752;1002;92;3228
Ssa;S;0.3;0.6;30;0;0;1411;752;1002;96;3261
Ssa;S;0.3;0.4;0;4;0;1331;752;1002;92;3177
Ssa;S;0.3;0.5;0;4;0;1359;752;1002;95;3208
Ssa;S;0.3;0.6;0;4;0;1385;752;1002;99;3238
Ssa;S;0.3;0.4;0;6;0;1357;752;1002;89;3200
Ssa;S;0.3;0.5;0;6;0;1384;752;1002;92;3230
Ssa;S;0.3;0.6;0;6;0;1410;752;1002;95;3259
Ssa;S;0.3;0.4;0;8;0;1353;752;1002;89;3196
Ssa;S;0.3;0.5;0;8;0;1379;752;1002;92;3225
Ssa;S;0.3;0.6;0;8;0;1402;752;1002;94;3251
Ssa;O;0.8;0.4;0;0;0;1985;752;1002;170;3909
Ssa;O;0.8;0.5;0;0;0;2141;752;1002;190;4085
Ssa;O;0.8;0.6;0;0;0;2309;752;1002;208;4270
Ssa;O;0.8;0.4;10;0;0;1781;752;1002;147;3682
Ssa;O;0.8;0.5;10;0;0;1934;752;1002;166;3854
Ssa;O;0.8;0.6;10;0;0;2083;752;1002;185;4022
Ssa;O;0.8;0.4;20;0;0;1654;752;1002;132;3539
Ssa;O;0.8;0.5;20;0;0;1787;752;1002;149;3689
Ssa;O;0.8;0.6;20;0;0;1924;752;1002;166;3844
Ssa;O;0.8;0.4;30;0;0;1577;752;1002;123;3454
Ssa;O;0.8;0.5;30;0;0;1691;752;1002;137;3582
Ssa;O;0.8;0.6;30;0;0;1827;752;1002;154;3735
Ssa;O;0.8;0.4;0;4;0;1924;752;1002;164;3842
Ssa;O;0.8;0.5;0;4;0;2066;752;1002;183;4002
Ssa;O;0.8;0.6;0;4;0;2214;752;1002;199;4167
Ssa;O;0.8;0.4;0;6;0;1886;752;1002;160;3800
Ssa;O;0.8;0.5;0;6;0;2019;752;1002;178;3951
Ssa;O;0.8;0.6;0;6;0;2156;752;1002;194;4104
Ssa;O;0.8;0.4;0;8;0;1850;752;1002;157;3761
Ssa;O;0.8;0.5;0;8;0;1974;752;1002;174;3902
Ssa;O;0.8;0.6;0;8;0;2101;752;1002;189;4044
Ssa;O;0.7;0.4;0;0;0;1919;752;1002;162;3836
Ssa;O;0.7;0.5;0;0;0;2059;752;1002;181;3993
Ssa;O;0.7;0.6;0;0;0;2198;752;1002;197;4150
