city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
BH;S;0.6;0.4;0;8;0;879;752;1002;74;2708
BH;S;0.6;0.5;0;8;0;909;752;1002;78;2741
BH;S;0.6;0.6;0;8;0;937;752;1002;82;2773
BH;S;0.5;0.4;0;0;0;900;752;1002;79;2733
BH;S;0.5;0.5;0;0;0;934;752;1002;83;2771
BH;S;0.5;0.6;0;0;0;967;752;1002;87;2807
BH;S;0.5;0.4;10;0;0;882;752;1002;75;2711
BH;S;0.5;0.5;10;0;0;916;752;1002;79;2749
BH;S;0.5;0.6;10;0;0;950;752;1002;83;2786
BH;S;0.5;0.4;20;0;0;870;752;1002;73;2697
BH;S;0.5;0.5;20;0;0;903;752;1002;77;2734
BH;S;0.5;0.6;20;0;0;935;752;1002;81;2770
BH;S;0.5;0.4;30;0;0;854;752;1002;76;2684
BH;S;0.5;0.5;30;0;0;886;752;1002;79;2719
BH;S;0.5;0.6;30;0;0;916;752;1002;83;2754
BH;S;0.5;0.4;0;4;0;876;752;1002;76;2706
BH;S;0.5;0.5;0;4;0;906;752;1002;79;2739
BH;S;0.5;0.6;0;4;0;935;752;1002;83;2772
BH;S;0.5;0.4;0;6;0;866;752;1002;75;2695
BH;S;0.5;0.5;0;6;0;894;752;1002;78;2726
BH;S;0.5;0.6;0;6;0;920;752;1002;81;2756
BH;S;0.5;0.4;0;8;0;862;752;1002;73;2689
BH;S;0.5;0.5;0;8;0;888;752;1002;76;2718
BH;S;0.5;0.6;0;8;0;913;752;1002;79;2746
BH;S;0.4;0.4;0;0;0;887;752;1002;77;2718
BH;S;0.4;0.5;0;0;0;918;752;1002;80;2753
BH;S;0.4;0.6;0;0;0;951;752;1002;83;2789
BH;S;0.4;0.4;10;0;0;869;752;1002;73;2696
BH;S;0.4;0.5;10;0;0;900;752;1002;77;2731
BH;S;0.4;0.6;10;0;0;931;752;1002;80;2765
BH;S;0.4;0.4;20;0;0;851;752;1002;75;2680
BH;S;0.4;0.5;20;0;0;880;752;1002;79;2713
BH;S;0.4;0.6;20;0;0;908;752;1002;82;2745
BH;S;0.4;0.4;30;0;0;845;752;1002;75;2673
BH;S;0.4;0.5;30;0;0;873;752;1002;78;2705
BH;S;0.4;0.6;30;0;0;902;752;1002;82;2737
BH;S;0.4;0.4;0;4;0;863;752;1002;74;2691
BH;S;0.4;0.5;0;4;0;892;752;1002;76;2722
BH;S;0.4;0.6;0;4;0;918;752;1002;79;2751
BH;S;0.4;0.4;0;6;0;855;752;1002;72;2681
BH;S;0.4;0.5;0;6;0;881;752;1002;75;2709
BH;S;0.4;0.6;0;6;0;905;752;1002;77;2736
BH;S;0.4;0.4;0;8;0;850;752;1002;71;2675
BH;S;0.4;0.5;0;8;0;867;752;1002;77;2698
BH;S;0.4;0.6;0;8;0;889;752;1002;80;2723
BH;S;0.3;0.4;0;0;0;863;752;1002;74;2691
BH;S;0.3;0.5;0;0;0;891;752;1002;76;2721
BH;S;0.3;0.6;0;0;0;917;752;1002;79;2750
BH;S;0.3;0.4;10;0;0;840;752;1002;74;2668
BH;S;0.3;0.5;10;0;0;873;752;1002;73;2700
BH;S;0.3;0.6;10;0;0;898;752;1002;76;2729
BH;S;0.3;0.4;20;0;0;833;752;1002;73;2660
BH;S;0.3;0.5;20;0;0;857;752;1002;76;2687
BH;S;0.3;0.6;20;0;0;880;752;1002;79;2713
BH;S;0.3;0.4;30;0;0;828;752;1002;73;2654
BH;S;0.3;0.5;30;0;0;852;752;1002;76;2681
BH;S;0.3;0.6;30;0;0;875;752;1002;79;2708
BH;S;0.3;0.4;0;4;0;842;752;1002;70;2666
BH;S;0.3;0.5;0;4;0;864;752;1002;73;2691
BH;S;0.3;0.6;0;4;0;886;752;1002;75;2715
BH;S;0.3;0.4;0;6;0;834;752;1002;70;2658
BH;S;0.3;0.5;0;6;0;849;752;1002;75;2678
BH;S;0.3;0.6;0;6;0;875;752;1002;74;2703
BH;S;0.3;0.4;0;8;0;825;752;1002;72;2651
BH;S;0.3;0.5;0;8;0;844;752;1002;75;2673
BH;S;0.3;0.6;0;8;0;862;752;1002;77;2694
BH;O;0.8;0.4;0;0;0;1481;752;1002;140;3375
BH;O;0.8;0.5;0;0;0;1623;752;1002;155;3532
BH;O;0.8;0.6;0;0;0;1760;752;1002;168;3682
BH;O;0.8;0.4;10;0;0;1283;752;1002;121;3158
BH;O;0.8;0.5;10;0;0;1421;752;1002;135;3310
BH;O;0.8;0.6;10;0;0;1557;752;1002;148;3459
BH;O;0.8;0.4;20;0;0;1161;752;1002;109;3024
BH;O;0.8;0.5;20;0;0;1281;752;1002;121;3156
BH;O;0.8;0.6;20;0;0;1405;752;1002;133;3292
BH;O;0.8;0.4;30;0;0;1089;752;1002;102;2945
BH;O;0.8;0.5;30;0;0;1192;752;1002;112;3058
BH;O;0.8;0.6;30;0;0;1314;752;1002;124;3192
BH;O;0.8;0.4;0;4;0;1403;752;1002;133;3290
BH;O;0.8;0.5;0;4;0;1529;752;1002;145;3428
BH;O;0.8;0.6;0;4;0;1649;752;1002;157;3561
BH;O;0.8;0.4;0;6;0;1358;752;1002;128;3240
BH;O;0.8;0.5;0;6;0;1473;752;1002;140;3367
BH;O;0.8;0.6;0;6;0;1584;752;1002;151;3488
BH;O;0.8;0.4;0;8;0;1316;752;1002;124;3194
BH;O;0.8;0.5;0;8;0;1422;752;1002;135;3310
BH;O;0.8;0.6;0;8;0;1523;752;1002;145;3422
BH;O;0.7;0.4;0;0;0;1398;752;1002;132;3285
BH;O;0.7;0.5;0;0;0;1522;752;1002;145;3420
BH;O;0.7;0.6;0;0;0;1640;752;1002;157;3550
BH;O;0.7;0.4;10;0;0;1224;752;1002;115;3093
BH;O;0.7;0.5;10;0;0;1344;752;1002;127;3225
BH;O;0.7;0.6;10;0;0;1461;752;1002;139;3354
BH;O;0.7;0.4;20;0;0;1117;752;1002;105;2975
BH;O;0.7;0.5;20;0;0;1221;752;1002;115;3090
BH;O;0.7;0.6;20;0;0;1328;752;1002;126;3208
BH;O;0.7;0.4;30;0;0;1054;752;1002;98;2906
BH;O;0.7;0.5;30;0;0;1143;752;1002;107;3004
BH;O;0.7;0.6;30;0;0;1248;752;1002;118;3120
BH;O;0.7;0.4;0;4;0;1331;752;1002;126;3210
BH;O;0.7;0.5;0;4;0;1439;752;1002;137;3330
BH;O;0.7;0.6;0;4;0;1543;752;1002;147;3444
BH;O;0.7;0.4;0;6;0;1291;752;1002;122;3166
BH;O;0.7;0.5;0;6;0;1390;752;1002;132;3276
BH;O;0.7;0.6;0;6;0;1485;752;1002;141;3381
BH;O;0.7;0.4;0;8;0;1254;752;1002;118;3126
BH;O;0.7;0.5;0;8;0;1345;752;1002;127;3226
BH;O;0.7;0.6;0;8;0;1433;752;1002;136;3322
BH;O;0.6;0.4;0;0;0;1334;752;1002;126;3214
BH;O;0.6;0.5;0;0;0;1443;752;1002;137;3334
BH;O;0.6;0.6;0;0;0;1547;752;1002;147;3448
BH;O;0.6;0.4;10;0;0;1179;752;1002;111;3043
BH;O;0.6;0.5;10;0;0;1284;752;1002;121;3159
BH;O;0.6;0.6;10;0;0;1387;752;1002;132;3273
BH;O;0.6;0.4;20;0;0;1082;752;1002;101;2938
BH;O;0.6;0.5;20;0;0;1174;752;1002;110;3039
BH;O;0.6;0.6;20;0;0;1268;752;1002;120;3142
BH;O;0.6;0.4;30;0;0;1026;752;1002;96;2876
BH;O;0.6;0.5;30;0;0;1104;752;1002;103;2961
BH;O;0.6;0.6;30;0;0;1197;752;1002;113;3064
BH;O;0.6;0.4;0;4;0;1274;752;1002;120;3148
BH;O;0.6;0.5;0;4;0;1369;752;1002;130;3253
